SampleID,aerobic_status_corrected,common,Proportion,Counts
EasternChimpanzee.PA1049.Feces.1.1,variable,Eastern Chimpanzee,0.0040987281134323,320
EasternChimpanzee.PA1049.Feces.1.1,NA,Eastern Chimpanzee,0.2625619612414023,20499
EasternChimpanzee.PA1059.Feces.1.1,aerobe,Eastern Chimpanzee,0.17672437634824933,9585
EasternChimpanzee.PA1059.Feces.1.1,facultative anaerobe,Eastern Chimpanzee,0.024946070025997014,1353
EasternChimpanzee.PA1059.Feces.1.1,microaerobe or anaerobe,Eastern Chimpanzee,0.0015303206298283459,83
EasternChimpanzee.PA1059.Feces.1.1,no taxonomic assignment,Eastern Chimpanzee,0.037797075796965174,2050
EasternChimpanzee.PA1059.Feces.1.1,obligate anaerobe,Eastern Chimpanzee,0.573704297804082,31116
EasternChimpanzee.PA1059.Feces.1.1,Streptophyta,Eastern Chimpanzee,0.0603462580894961,3273
EasternChimpanzee.PA1059.Feces.1.1,variable,Eastern Chimpanzee,5.531279384921732e-4,30
EasternChimpanzee.PA1059.Feces.1.1,NA,Eastern Chimpanzee,0.12439847336688976,6747
EasternChimpanzee.PA1065.Feces.1.1,aerobe,Eastern Chimpanzee,0.3004235155987923,14329
EasternChimpanzee.PA1065.Feces.1.1,facultative anaerobe,Eastern Chimpanzee,0.018324387789332437,874
EasternChimpanzee.PA1065.Feces.1.1,microaerobe,Eastern Chimpanzee,0.0033545790003354577,160
EasternChimpanzee.PA1065.Feces.1.1,microaerobe or anaerobe,Eastern Chimpanzee,4.193223750419322e-4,20
EasternChimpanzee.PA1065.Feces.1.1,no taxonomic assignment,Eastern Chimpanzee,0.06499496813149949,3100
EasternChimpanzee.PA1065.Feces.1.1,obligate anaerobe,Eastern Chimpanzee,0.24209577323045958,11547
EasternChimpanzee.PA1065.Feces.1.1,Streptophyta,Eastern Chimpanzee,0.002264340825226434,108
EasternChimpanzee.PA1065.Feces.1.1,variable,Eastern Chimpanzee,0.0040045286816504525,191
EasternChimpanzee.PA1065.Feces.1.1,NA,Eastern Chimpanzee,0.36411858436766187,17367
EasternChimpanzee.UB0439.Feces.1.1,aerobe,Eastern Chimpanzee,0.08431400972549846,6398
EasternChimpanzee.UB0439.Feces.1.1,facultative anaerobe,Eastern Chimpanzee,0.024181964339838963,1835
EasternChimpanzee.UB0439.Feces.1.1,microaerobe or aerobe,Eastern Chimpanzee,7.906909320928271e-5,6
EasternChimpanzee.UB0439.Feces.1.1,microaerobe or anaerobe,Eastern Chimpanzee,7.906909320928271e-4,60
EasternChimpanzee.UB0439.Feces.1.1,no taxonomic assignment,Eastern Chimpanzee,0.12500823636387598,9486
EasternChimpanzee.UB0439.Feces.1.1,obligate anaerobe,Eastern Chimpanzee,0.6544680626754346,49663
EasternChimpanzee.UB0439.Feces.1.1,Streptophyta,Eastern Chimpanzee,0.003900741931657947,296
EasternChimpanzee.UB0439.Feces.1.1,variable,Eastern Chimpanzee,1.3178182201547118e-4,10
EasternChimpanzee.UB0439.Feces.1.1,NA,Eastern Chimpanzee,0.10712544311637652,8129
EasternChimpanzee.UB0445.Feces.1.1,aerobe,Eastern Chimpanzee,0.008016123338988648,704
EasternChimpanzee.UB0445.Feces.1.1,facultative anaerobe,Eastern Chimpanzee,0.012923721576352437,1135
EasternChimpanzee.UB0445.Feces.1.1,microaerobe or aerobe,Eastern Chimpanzee,1.0247884950411624e-4,9
EasternChimpanzee.UB0445.Feces.1.1,microaerobe or anaerobe,Eastern Chimpanzee,0.006342302130421416,557
EasternChimpanzee.UB0445.Feces.1.1,no taxonomic assignment,Eastern Chimpanzee,0.038577593568882865,3388
EasternChimpanzee.UB0445.Feces.1.1,obligate anaerobe,Eastern Chimpanzee,0.5237238536602029,45995
EasternChimpanzee.UB0445.Feces.1.1,Streptophyta,Eastern Chimpanzee,0.1789850039283559,15719
EasternChimpanzee.UB0445.Feces.1.1,variable,Eastern Chimpanzee,2.2773077667581385e-4,20
EasternChimpanzee.UB0445.Feces.1.1,NA,Eastern Chimpanzee,0.2311011921706159,20296
EasternChimpanzee.UB0599.Feces.1.1,aerobe,Eastern Chimpanzee,6.191402794976119e-5,7
EasternChimpanzee.UB0599.Feces.1.1,facultative anaerobe,Eastern Chimpanzee,0.002494250840261808,282
EasternChimpanzee.UB0599.Feces.1.1,microaerobe or aerobe,Eastern Chimpanzee,4.422430567840085e-5,5
EasternChimpanzee.UB0599.Feces.1.1,microaerobe or anaerobe,Eastern Chimpanzee,0.008685653635237926,982
EasternChimpanzee.UB0599.Feces.1.1,no taxonomic assignment,Eastern Chimpanzee,0.11647797629577215,13169
EasternChimpanzee.UB0599.Feces.1.1,obligate anaerobe,Eastern Chimpanzee,0.7109057137802937,80375
EasternChimpanzee.UB0599.Feces.1.1,Streptophyta,Eastern Chimpanzee,0.012860428091278967,1454
EasternChimpanzee.UB0599.Feces.1.1,variable,Eastern Chimpanzee,8.844861135680169e-6,1
EasternChimpanzee.UB0599.Feces.1.1,NA,Eastern Chimpanzee,0.14846099416239164,16785
EasternChimpanzee.UB1430.Feces.1.1,facultative anaerobe,Eastern Chimpanzee,0.006721046648451367,337
EasternChimpanzee.UB1430.Feces.1.1,microaerobe or anaerobe,Eastern Chimpanzee,0.016812588500428792,843
EasternChimpanzee.UB1430.Feces.1.1,no taxonomic assignment,Eastern Chimpanzee,0.11607267505634111,5820
EasternChimpanzee.UB1430.Feces.1.1,obligate anaerobe,Eastern Chimpanzee,0.7056101792943898,35380
EasternChimpanzee.UB1430.Feces.1.1,Streptophyta,Eastern Chimpanzee,0.0027123511697014417,136
EasternChimpanzee.UB1430.Feces.1.1,NA,Eastern Chimpanzee,0.15207115933068746,7625
EasternChimpanzee.UB1435.Feces.1.1,aerobe,Eastern Chimpanzee,0.027536137092026947,2947
EasternChimpanzee.UB1435.Feces.1.1,facultative anaerobe,Eastern Chimpanzee,0.2968987974547527,31775
EasternChimpanzee.UB1435.Feces.1.1,microaerobe or aerobe,Eastern Chimpanzee,9.343785915177111e-6,1
EasternChimpanzee.UB1435.Feces.1.1,microaerobe or anaerobe,Eastern Chimpanzee,0.002289227549218392,245
EasternChimpanzee.UB1435.Feces.1.1,no taxonomic assignment,Eastern Chimpanzee,0.07588088541715332,8121
EasternChimpanzee.UB1435.Feces.1.1,obligate anaerobe,Eastern Chimpanzee,0.4656662586546817,49837
EasternChimpanzee.UB1435.Feces.1.1,Streptophyta,Eastern Chimpanzee,0.012903768348859592,1381
EasternChimpanzee.UB1435.Feces.1.1,NA,Eastern Chimpanzee,0.11881558169739215,12716
EasternChimpanzee.UB1446.Feces.1.1,aerobe,Eastern Chimpanzee,4.7898455274817386e-5,2
EasternChimpanzee.UB1446.Feces.1.1,facultative anaerobe,Eastern Chimpanzee,0.003927673332535026,164
EasternChimpanzee.UB1446.Feces.1.1,microaerobe or anaerobe,Eastern Chimpanzee,7.184768291222608e-5,3
EasternChimpanzee.UB1446.Feces.1.1,no taxonomic assignment,Eastern Chimpanzee,0.05182612860735241,2164
EasternChimpanzee.UB1446.Feces.1.1,obligate anaerobe,Eastern Chimpanzee,0.6450005987306909,26932
EasternChimpanzee.UB1446.Feces.1.1,Streptophyta,Eastern Chimpanzee,0.02002155430487367,836
EasternChimpanzee.UB1446.Feces.1.1,variable,Eastern Chimpanzee,2.3949227637408693e-5,1
EasternChimpanzee.UB1446.Feces.1.1,NA,Eastern Chimpanzee,0.2790803496587235,11653
EasternChimpanzee.UB1452.Feces.1.1,aerobe,Eastern Chimpanzee,9.413536665725314e-5,3
EasternChimpanzee.UB1452.Feces.1.1,facultative anaerobe,Eastern Chimpanzee,0.009695942765697073,309
EasternChimpanzee.UB1452.Feces.1.1,microaerobe or anaerobe,Eastern Chimpanzee,6.275691110483542e-5,2
EasternChimpanzee.UB1452.Feces.1.1,no taxonomic assignment,Eastern Chimpanzee,0.04644011421757821,1480
EasternChimpanzee.UB1452.Feces.1.1,obligate anaerobe,Eastern Chimpanzee,0.5922997270074367,18876
EasternChimpanzee.UB1452.Feces.1.1,Streptophyta,Eastern Chimpanzee,0.03272772914117167,1043
EasternChimpanzee.UB1452.Feces.1.1,variable,Eastern Chimpanzee,1.5689227776208856e-4,5
EasternChimpanzee.UB1452.Feces.1.1,NA,Eastern Chimpanzee,0.31852270231259217,10151
EasternChimpanzee.UB1454.Feces.1.1,facultative anaerobe,Eastern Chimpanzee,0.0019551138446499126,96
EasternChimpanzee.UB1454.Feces.1.1,microaerobe or aerobe,Eastern Chimpanzee,2.0365769215103254e-5,1
EasternChimpanzee.UB1454.Feces.1.1,microaerobe or anaerobe,Eastern Chimpanzee,0.0021384057675858416,105
EasternChimpanzee.UB1454.Feces.1.1,no taxonomic assignment,Eastern Chimpanzee,0.09622825954136288,4725
EasternChimpanzee.UB1454.Feces.1.1,obligate anaerobe,Eastern Chimpanzee,0.6699727098692517,32897
EasternChimpanzee.UB1454.Feces.1.1,Streptophyta,Eastern Chimpanzee,0.02333917152050833,1146
EasternChimpanzee.UB1454.Feces.1.1,variable,Eastern Chimpanzee,4.073153843020651e-5,2
EasternChimpanzee.UB1454.Feces.1.1,NA,Eastern Chimpanzee,0.20630524214899595,10130
EasternChimpanzee.UB2037.Feces.1.1,aerobe,Eastern Chimpanzee,2.3996640470334154e-4,12
EasternChimpanzee.UB2037.Feces.1.1,facultative anaerobe,Eastern Chimpanzee,6.799048133261344e-4,34
EasternChimpanzee.UB2037.Feces.1.1,microaerobe or anaerobe,Eastern Chimpanzee,0.010418541404203412,521
EasternChimpanzee.UB2037.Feces.1.1,no taxonomic assignment,Eastern Chimpanzee,0.09102725618413422,4552
EasternChimpanzee.UB2037.Feces.1.1,obligate anaerobe,Eastern Chimpanzee,0.7526746255524227,37639
EasternChimpanzee.UB2037.Feces.1.1,Streptophyta,Eastern Chimpanzee,0.01817745515627812,909
EasternChimpanzee.UB2037.Feces.1.1,variable,Eastern Chimpanzee,1.9997200391945127e-4,10
EasternChimpanzee.UB2037.Feces.1.1,NA,Eastern Chimpanzee,0.12658227848101267,6330
EasternChimpanzee.UB2041.Feces.1.1,aerobe,Eastern Chimpanzee,0.009182581263027435,815
EasternChimpanzee.UB2041.Feces.1.1,facultative anaerobe,Eastern Chimpanzee,0.4654047659286801,41307
EasternChimpanzee.UB2041.Feces.1.1,intracellular,Eastern Chimpanzee,1.1266970874880289e-5,1
EasternChimpanzee.UB2041.Feces.1.1,microaerobe or aerobe,Eastern Chimpanzee,0.004022308602332263,357
EasternChimpanzee.UB2041.Feces.1.1,microaerobe or anaerobe,Eastern Chimpanzee,0.0017463804856064447,155
EasternChimpanzee.UB2041.Feces.1.1,no taxonomic assignment,Eastern Chimpanzee,0.017644076390062532,1566
EasternChimpanzee.UB2041.Feces.1.1,obligate anaerobe,Eastern Chimpanzee,0.13279251873133907,11786
EasternChimpanzee.UB2041.Feces.1.1,Streptophyta,Eastern Chimpanzee,0.3255140555461664,28891
EasternChimpanzee.UB2041.Feces.1.1,variable,Eastern Chimpanzee,0.0011830319418624302,105
EasternChimpanzee.UB2041.Feces.1.1,NA,Eastern Chimpanzee,0.04249901414004845,3772
Ferret.2.Feces.1.1,aerobe,Ferret,0.0068306010928961755,35
Ferret.2.Feces.1.1,facultative anaerobe,Ferret,0.24414519906323187,1251
Ferret.2.Feces.1.1,microaerobe or anaerobe,Ferret,1.95160031225605e-4,1
Ferret.2.Feces.1.1,no taxonomic assignment,Ferret,9.75800156128025e-4,5
Ferret.2.Feces.1.1,obligate anaerobe,Ferret,0.602263856362217,3086
Ferret.2.Feces.1.1,Streptophyta,Ferret,0.0035128805620608904,18
Ferret.2.Feces.1.1,NA,Ferret,0.14207650273224046,728
Ferret.3.Feces.1.1,aerobe,Ferret,0.011365079365079364,179
Ferret.3.Feces.1.1,facultative anaerobe,Ferret,0.9014603174603175,14198
Ferret.3.Feces.1.1,microaerobe or aerobe,Ferret,6.349206349206349e-5,1
Ferret.3.Feces.1.1,no taxonomic assignment,Ferret,0.003492063492063492,55
Ferret.3.Feces.1.1,obligate anaerobe,Ferret,0.0286984126984127,452
Ferret.3.Feces.1.1,Streptophyta,Ferret,0.0019682539682539684,31
Ferret.3.Feces.1.1,variable,Ferret,3.8095238095238096e-4,6
Ferret.3.Feces.1.1,NA,Ferret,0.052571428571428575,828
FlemishGiantRabbit.0.Feces.1.1,aerobe,Rabbit,1.005661876363929e-4,10
FlemishGiantRabbit.0.Feces.1.1,facultative anaerobe,Rabbit,4.022647505455716e-5,4
FlemishGiantRabbit.0.Feces.1.1,no taxonomic assignment,Rabbit,0.22206019891991916,22081
FlemishGiantRabbit.0.Feces.1.1,obligate anaerobe,Rabbit,0.6960990375815843,69218
FlemishGiantRabbit.0.Feces.1.1,Streptophyta,Rabbit,4.123213693092108e-4,41
FlemishGiantRabbit.0.Feces.1.1,NA,Rabbit,0.08128764946649637,8083
Fluke.0.Feces.1.1,aerobe,Fluke,0.007169811320754717,133
Fluke.0.Feces.1.1,facultative anaerobe,Fluke,0.5567654986522911,10328
Fluke.0.Feces.1.1,microaerobe or anaerobe,Fluke,5.929919137466307e-4,11
Fluke.0.Feces.1.1,no taxonomic assignment,Fluke,0.03660377358490566,679
Fluke.0.Feces.1.1,obligate anaerobe,Fluke,0.3082479784366577,5718
Fluke.0.Feces.1.1,variable,Fluke,2.1563342318059299e-4,4
Fluke.0.Feces.1.1,NA,Fluke,0.09040431266846362,1677
Fly.SH0.Gut.1.1,aerobe,Fly,4.1037119940309644e-4,11
Fly.SH0.Gut.1.1,facultative anaerobe,Fly,0.0010818877075172543,29
Fly.SH0.Gut.1.1,no taxonomic assignment,Fly,0.07539638127215072,2021
Fly.SH0.Gut.1.1,obligate anaerobe,Fly,0.8083566498787539,21668
Fly.SH0.Gut.1.1,NA,Fly,0.11475470994217496,3076
Gerbil.1.Feces.1.1,facultative anaerobe,Gerbil,0.3495325628180348,8861
Gerbil.1.Feces.1.1,microaerobe or anaerobe,Gerbil,0.004339079326259319,110
Gerbil.1.Feces.1.1,no taxonomic assignment,Gerbil,0.04374580884383259,1109
Gerbil.1.Feces.1.1,obligate anaerobe,Gerbil,0.5719301013766716,14499
Gerbil.1.Feces.1.1,Streptophyta,Gerbil,2.3667705415959922e-4,6
Gerbil.1.Feces.1.1,NA,Gerbil,0.03021577058104217,766
Gerbil.2.Feces.1.1,aerobe,Gerbil,3.539447138356989e-5,1
Gerbil.2.Feces.1.1,facultative anaerobe,Gerbil,0.15191307117828196,4292
Gerbil.2.Feces.1.1,microaerobe or anaerobe,Gerbil,0.0013095954411920857,37
Gerbil.2.Feces.1.1,no taxonomic assignment,Gerbil,0.041836265175379604,1182
Gerbil.2.Feces.1.1,obligate anaerobe,Gerbil,0.7757406293137011,21917
Gerbil.2.Feces.1.1,Streptophyta,Gerbil,7.078894276713977e-5,2
Gerbil.2.Feces.1.1,NA,Gerbil,0.029094255477294446,822
Gerbil.3.Feces.1.1,facultative anaerobe,Gerbil,0.1368240510015857,4228
Gerbil.3.Feces.1.1,microaerobe or anaerobe,Gerbil,0.002912527102682761,90
Gerbil.3.Feces.1.1,no taxonomic assignment,Gerbil,0.04585612116112747,1417
Gerbil.3.Feces.1.1,obligate anaerobe,Gerbil,0.7871913530306462,24325
Gerbil.3.Feces.1.1,NA,Gerbil,0.0272159477039578,841
GiantMillipede.0.Feces.1.2,aerobe,Giant Millipede,0.0032457308949981837,134
GiantMillipede.0.Feces.1.2,facultative anaerobe,Giant Millipede,0.00402083081022163,166
GiantMillipede.0.Feces.1.2,microaerobe,Giant Millipede,2.422187235073271e-5,1
GiantMillipede.0.Feces.1.2,no taxonomic assignment,Giant Millipede,0.5491340680634613,22671
GiantMillipede.0.Feces.1.2,obligate anaerobe,Giant Millipede,0.42063703524282425,17366
GiantMillipede.0.Feces.1.2,Streptophyta,Giant Millipede,2.422187235073271e-5,1
GiantMillipede.0.Feces.1.2,NA,Giant Millipede,0.022913891243793144,946
Gorilla.BQgor0640.Feces.1.1,aerobe,Gorilla,0.5348396106467682,25660
Gorilla.BQgor0640.Feces.1.1,facultative anaerobe,Gorilla,0.03655918460929195,1754
Gorilla.BQgor0640.Feces.1.1,microaerobe or anaerobe,Gorilla,2.7096316985222087e-4,13
Gorilla.BQgor0640.Feces.1.1,no taxonomic assignment,Gorilla,0.027471496758863623,1318
Gorilla.BQgor0640.Feces.1.1,obligate anaerobe,Gorilla,0.1642245242512037,7879
Gorilla.BQgor0640.Feces.1.1,Streptophyta,Gorilla,0.006586489359484754,316
Gorilla.BQgor0640.Feces.1.1,variable,Gorilla,2.084332075786314e-5,1
Gorilla.BQgor0640.Feces.1.1,NA,Gorilla,0.23002688788377765,11036
Gorilla.DGgor0408.Feces.1.1,aerobe,Gorilla,0.4638505548136057,28133
Gorilla.DGgor0408.Feces.1.1,facultative anaerobe,Gorilla,0.04535786714151457,2751
Gorilla.DGgor0408.Feces.1.1,microaerobe or anaerobe,Gorilla,4.946332294603551e-5,3
Gorilla.DGgor0408.Feces.1.1,no taxonomic assignment,Gorilla,0.03607525020197523,2188
Gorilla.DGgor0408.Feces.1.1,obligate anaerobe,Gorilla,0.0414997279517238,2517
Gorilla.DGgor0408.Feces.1.1,Streptophyta,Gorilla,8.243887157672585e-4,50
Gorilla.DGgor0408.Feces.1.1,variable,Gorilla,4.286821321989745e-4,26
Gorilla.DGgor0408.Feces.1.1,NA,Gorilla,0.4119140657202684,24983
Gorilla.GTgor145.Feces.1.1,aerobe,Gorilla,1.3469568396544092e-4,7
Gorilla.GTgor145.Feces.1.1,facultative anaerobe,Gorilla,0.024649310165675693,1281
Gorilla.GTgor145.Feces.1.1,microaerobe or anaerobe,Gorilla,0.0028863360849737344,150
Gorilla.GTgor145.Feces.1.1,no taxonomic assignment,Gorilla,0.15318747714983932,7961
Gorilla.GTgor145.Feces.1.1,obligate anaerobe,Gorilla,0.6446150589774673,33500
Gorilla.GTgor145.Feces.1.1,Streptophyta,Gorilla,0.10902653504974119,5666
Gorilla.GTgor145.Feces.1.1,NA,Gorilla,0.06550058688833728,3404
Gorilla.KEgor1471.Feces.1.1,aerobe,Gorilla,0.6028302723804454,40767
Gorilla.KEgor1471.Feces.1.1,facultative anaerobe,Gorilla,0.1284269363854139,8685
Gorilla.KEgor1471.Feces.1.1,microaerobe,Gorilla,1.3308490817141337e-4,9
Gorilla.KEgor1471.Feces.1.1,microaerobe or anaerobe,Gorilla,1.478721201904593e-5,1
Gorilla.KEgor1471.Feces.1.1,no taxonomic assignment,Gorilla,0.05250938987963209,3551
Gorilla.KEgor1471.Feces.1.1,obligate anaerobe,Gorilla,0.05027652086475616,3400
Gorilla.KEgor1471.Feces.1.1,Streptophyta,Gorilla,0.003105314523999645,210
Gorilla.KEgor1471.Feces.1.1,variable,Gorilla,1.478721201904593e-5,1
Gorilla.KEgor1471.Feces.1.1,NA,Gorilla,0.16268890663354332,11002
Gorilla.OPgor1909.Feces.1.1,aerobe,Gorilla,0.4354058412470883,34020
Gorilla.OPgor1909.Feces.1.1,facultative anaerobe,Gorilla,0.10688048736785521,8351
Gorilla.OPgor1909.Feces.1.1,microaerobe or aerobe,Gorilla,1.2798525609849746e-5,1
Gorilla.OPgor1909.Feces.1.1,microaerobe or anaerobe,Gorilla,2.559705121969949e-4,20
Gorilla.OPgor1909.Feces.1.1,no taxonomic assignment,Gorilla,0.037038933114905165,2894
Gorilla.OPgor1909.Feces.1.1,obligate anaerobe,Gorilla,0.16357795581948958,12781
Gorilla.OPgor1909.Feces.1.1,Streptophyta,Gorilla,9.342923695190313e-4,73
Gorilla.OPgor1909.Feces.1.1,variable,Gorilla,0.0030332505695343896,237
Gorilla.OPgor1909.Feces.1.1,NA,Gorilla,0.2528604704738014,19757
GuineaPig.1.Feces.1.1,aerobe,Guinea Pig,2.9379792578664396e-5,1
GuineaPig.1.Feces.1.1,facultative anaerobe,Guinea Pig,1.4689896289332198e-4,5
GuineaPig.1.Feces.1.1,microaerobe or anaerobe,Guinea Pig,2.9379792578664396e-5,1
GuineaPig.1.Feces.1.1,no taxonomic assignment,Guinea Pig,0.36360431295355056,12376
GuineaPig.1.Feces.1.1,obligate anaerobe,Guinea Pig,0.5431442254017687,18487
GuineaPig.1.Feces.1.1,NA,Guinea Pig,0.09304580309663013,3167
GuineaPig.2.Feces.1.1,aerobe,Guinea Pig,5.839416058394161e-5,2
GuineaPig.2.Feces.1.1,facultative anaerobe,Guinea Pig,1.1678832116788322e-4,4
GuineaPig.2.Feces.1.1,microaerobe or anaerobe,Guinea Pig,2.9197080291970804e-5,1
GuineaPig.2.Feces.1.1,no taxonomic assignment,Guinea Pig,0.2558832116788321,8764
GuineaPig.2.Feces.1.1,obligate anaerobe,Guinea Pig,0.6463941605839416,22139
GuineaPig.2.Feces.1.1,NA,Guinea Pig,0.09751824817518248,3340
Hamster.1.Feces.1.1,aerobe,Hamster,2.146014850422765e-5,1
Hamster.1.Feces.1.1,facultative anaerobe,Hamster,0.015022103952959354,700
Hamster.1.Feces.1.1,microaerobe or anaerobe,Hamster,0.008283617322631873,386
Hamster.1.Feces.1.1,no taxonomic assignment,Hamster,0.254710502596678,11869
Hamster.1.Feces.1.1,obligate anaerobe,Hamster,0.4217133782565775,19651
Hamster.1.Feces.1.1,NA,Hamster,0.30024893772264905,13991
Hamster.2.Feces.1.1,aerobe,Hamster,7.185198491108317e-5,2
Hamster.2.Feces.1.1,facultative anaerobe,Hamster,0.022310041314891324,621
Hamster.2.Feces.1.1,microaerobe or anaerobe,Hamster,0.0031255613436321178,87
Hamster.2.Feces.1.1,no taxonomic assignment,Hamster,0.1875696066103826,5221
Hamster.2.Feces.1.1,obligate anaerobe,Hamster,0.505335009879648,14066
Hamster.2.Feces.1.1,Streptophyta,Hamster,3.592599245554158e-5,1
Hamster.2.Feces.1.1,NA,Hamster,0.2815520028740794,7837
Hamster.3.Feces.1.1,facultative anaerobe,Hamster,0.027921316600807676,1286
Hamster.3.Feces.1.1,microaerobe or anaerobe,Hamster,0.011789482826001998,543
Hamster.3.Feces.1.1,no taxonomic assignment,Hamster,0.19069434191671372,8783
Hamster.3.Feces.1.1,obligate anaerobe,Hamster,0.5874115245994181,27055
Hamster.3.Feces.1.1,NA,Hamster,0.1821833340570585,8391
HermitCrab.0.Feces.1.1,aerobe,Hermit Crab,0.05886627906976744,243
HermitCrab.0.Feces.1.1,facultative anaerobe,Hermit Crab,0.32170542635658916,1328
HermitCrab.0.Feces.1.1,no taxonomic assignment,Hermit Crab,0.16545542635658916,683
HermitCrab.0.Feces.1.1,obligate anaerobe,Hermit Crab,0.04844961240310078,200
HermitCrab.0.Feces.1.1,variable,Hermit Crab,0.0016957364341085271,7
HermitCrab.0.Feces.1.1,NA,Hermit Crab,0.40382751937984496,1667
HissingCockroach.0.Feces.1.1,aerobe,Hissing Cockroach,9.235354616627836e-4,88
HissingCockroach.0.Feces.1.1,facultative anaerobe,Hissing Cockroach,0.07900426085678904,7528
HissingCockroach.0.Feces.1.1,no taxonomic assignment,Hissing Cockroach,0.23825115966668767,22702
HissingCockroach.0.Feces.1.1,obligate anaerobe,Hissing Cockroach,0.6034359717062318,57499
HissingCockroach.0.Feces.1.1,NA,Hissing Cockroach,0.07838507230862876,7469
HissingCockroach.0.Feces.2.1,aerobe,Hissing Cockroach,0.0013610354980278874,49
HissingCockroach.0.Feces.2.1,facultative anaerobe,Hissing Cockroach,0.0938836731292706,3380
HissingCockroach.0.Feces.2.1,no taxonomic assignment,Hissing Cockroach,0.2609855008055108,9396
HissingCockroach.0.Feces.2.1,obligate anaerobe,Hissing Cockroach,0.48586189656130213,17492
HissingCockroach.0.Feces.2.1,NA,Hissing Cockroach,0.15790789400588856,5685
HolsteinCow.0.Feces.1.1,aerobe,Cow,5.882949589207831e-4,29
HolsteinCow.0.Feces.1.1,facultative anaerobe,Cow,2.8400446292727456e-4,14
HolsteinCow.0.Feces.1.1,no taxonomic assignment,Cow,0.07039253473983163,3470
HolsteinCow.0.Feces.1.1,obligate anaerobe,Cow,0.9123034790546708,44972
HolsteinCow.0.Feces.1.1,NA,Cow,0.01643168678364946,810
Hornworm.1.Gut.1.1,aerobe,Hornworm,2.8481102788299963e-5,1
Hornworm.1.Gut.1.1,facultative anaerobe,Hornworm,0.944746660590698,33171
Hornworm.1.Gut.1.1,microaerobe or anaerobe,Hornworm,2.8481102788299963e-5,1
Hornworm.1.Gut.1.1,no taxonomic assignment,Hornworm,9.113952892255987e-4,32
Hornworm.1.Gut.1.1,obligate anaerobe,Hornworm,2.8481102788299963e-5,1
Hornworm.1.Gut.1.1,Streptophyta,Hornworm,2.8481102788299963e-5,1
Hornworm.1.Gut.1.1,NA,Hornworm,0.05422801970892313,1904
Hornworm.2.Gut.1.1,aerobe,Hornworm,3.386730788769601e-5,1
Hornworm.2.Gut.1.1,facultative anaerobe,Hornworm,0.6274934805432316,18528
Hornworm.2.Gut.1.1,no taxonomic assignment,Hornworm,6.773461577539202e-4,20
Hornworm.2.Gut.1.1,obligate anaerobe,Hornworm,3.386730788769601e-5,1
Hornworm.2.Gut.1.1,Streptophyta,Hornworm,1.3546923155078404e-4,4
Hornworm.2.Gut.1.1,NA,Hornworm,0.3716259694516883,10973
Horse.AH0.Feces.1.1,aerobe,Horse,1.442030378773313e-4,6
Horse.AH0.Feces.1.1,facultative anaerobe,Horse,0.056191117092866755,2338
Horse.AH0.Feces.1.1,microaerobe or anaerobe,Horse,1.6823687752355316e-4,7
Horse.AH0.Feces.1.1,no taxonomic assignment,Horse,0.14562103441645838,6059
Horse.AH0.Feces.1.1,obligate anaerobe,Horse,0.7335127860026918,30520
Horse.AH0.Feces.1.1,Streptophyta,Horse,0.0018025379734666412,75
Horse.AH0.Feces.1.1,NA,Horse,0.06256008459911555,2603
HouseCricket.1.Gut.1.1,aerobe,Cricket,0.02002098006893451,668
HouseCricket.1.Gut.1.1,facultative anaerobe,Cricket,0.0015884909336130676,53
HouseCricket.1.Gut.1.1,intracellular,Cricket,0.13205454817922974,4406
HouseCricket.1.Gut.1.1,microaerobe or anaerobe,Cricket,2.9971527049303162e-5,1
HouseCricket.1.Gut.1.1,no taxonomic assignment,Cricket,0.2648883560617413,8838
HouseCricket.1.Gut.1.1,obligate anaerobe,Cricket,0.570238273640042,19026
HouseCricket.1.Gut.1.1,variable,Cricket,0.006503821369698786,217
HouseCricket.1.Gut.1.1,NA,Cricket,0.004675558219691294,156
HouseMouse.1.Feces.1.1,aerobe,Mouse,3.4441191665231615e-4,8
HouseMouse.1.Feces.1.1,facultative anaerobe,Mouse,0.01162390218701567,270
HouseMouse.1.Feces.1.1,microaerobe or anaerobe,Mouse,0.0012484931978646462,29
HouseMouse.1.Feces.1.1,no taxonomic assignment,Mouse,0.06332874117444463,1471
HouseMouse.1.Feces.1.1,obligate anaerobe,Mouse,0.9085155846392285,21103
HouseMouse.1.Feces.1.1,NA,Mouse,0.014938866884794214,347
HouseMouse.2.Feces.1.1,aerobe,Mouse,9.832116608902981e-5,4
HouseMouse.2.Feces.1.1,facultative anaerobe,Mouse,0.007398667748199494,301
HouseMouse.2.Feces.1.1,microaerobe or anaerobe,Mouse,0.003047956148759924,124
HouseMouse.2.Feces.1.1,no taxonomic assignment,Mouse,0.08566231595506722,3485
HouseMouse.2.Feces.1.1,obligate anaerobe,Mouse,0.8892903669837524,36179
HouseMouse.2.Feces.1.1,NA,Mouse,0.014502371998131898,590
Human.2011.Feces.1.1,facultative anaerobe,Human,0.004438058748403576,278
Human.2011.Feces.1.1,microaerobe or anaerobe,Human,2.3946360153256704e-4,15
Human.2011.Feces.1.1,no taxonomic assignment,Human,0.005922733077905492,371
Human.2011.Feces.1.1,obligate anaerobe,Human,0.9774584929757344,61228
Human.2011.Feces.1.1,Streptophyta,Human,1.596424010217114e-5,1
